matrix,threads,seed,arm,repetitions,setup_ms,setup_ratio,find_partition_ms,find_partition_ratio,eliminate_ms,eliminate_ratio,sptrsv_setup_ms,sptrsv_setup_ratio,pcg_ms,pcg_ratio,total_ms,total_ratio
as-Skitter,36,44,base,8,808.8075,1.0,83.14,1.0,159.1945,1.0,86.477,1.0,22.5505,1.0,832.3430000000001,1.0
as-Skitter,36,44,t128,8,799.2629999999999,0.9881992934041782,85.1605,1.0243023815251382,173.161,1.087732302309439,86.3475,0.9985024919920903,23.0385,1.021640318396488,822.998,0.9887726574260851
as-Skitter,36,44,t256,8,805.4655,0.9958679908383639,85.28649999999999,1.0258178975222514,167.43,1.0517323148726871,87.7525,1.0147495865952796,22.7635,1.00944546684109,828.363,0.9952183174484557
as-Skitter,36,44,t512,8,802.6825,0.9924271226466125,80.148,0.9640125090209285,155.425,0.9763214181394458,86.3865,0.9989534789597233,22.234,0.9859648344826059,825.7180000000001,0.9920405409788994
as-Skitter,36,44,t1024,8,815.531,1.0083128556547756,80.207,0.9647221554005292,170.775,1.072744347323557,86.36,0.998647039097101,22.881500000000003,1.0146781667812246,838.6555,1.00758401284086
as-Skitter,72,42,base,4,651.255,1.0,58.1995,1.0,158.5765,1.0,71.35249999999999,1.0,19.785,1.0,671.0395,1.0
as-Skitter,72,42,t128,4,655.0415,1.005814158816439,60.822,1.0450605245749534,143.483,0.9048188098488742,70.4505,0.9873585368417366,20.045,1.0131412686378571,675.3905,1.0064839700196486
as-Skitter,72,42,t256,4,675.3935,1.0370645906749276,58.2085,1.0001546405037844,159.142,1.003566102165201,71.79050000000001,1.006138537542483,19.5875,0.9900176901693201,695.1095,1.0358697215290606
as-Skitter,72,42,t512,4,676.732,1.0391198532065014,61.1135,1.0500691586697481,122.507,0.7725419592436458,70.821,0.992551066886234,19.7715,0.9993176648976497,696.904,1.0385439307224091
as-Skitter,72,42,t1024,4,677.2090000000001,1.0398522852031846,61.9585,1.064588183747283,117.92699999999999,0.743660000063061,70.22200000000001,0.9841561262744826,19.893,1.0054586808188022,697.2505,1.0390602937681015
as-Skitter,72,43,base,4,660.0039999999999,1.0,58.812,1.0,158.625,1.0,71.92699999999999,1.0,20.068,1.0,680.057,1.0
as-Skitter,72,43,t128,4,664.6379999999999,1.0070211695686693,59.1695,1.0060786914235191,156.24849999999998,0.985018124507486,70.4845,0.9799449441795154,21.2035,1.0565826190950767,687.616,1.0111152447515428
as-Skitter,72,43,t256,4,666.884,1.0104241792473987,58.8515,1.0006716316398014,141.4455,0.8916973995271869,69.995,0.973139433036273,19.9005,0.9916533785130556,686.559,1.0095609632721962
as-Skitter,72,43,t512,4,701.125,1.0623041678535283,58.603,0.9964463034754812,150.707,0.9500835303388494,71.0315,0.987549876958583,19.6675,0.9800428542953956,720.792,1.0598993907863605
as-Skitter,72,43,t1024,4,663.5005,1.005297695165484,60.2675,1.0247483506767328,150.86,0.9510480693459418,71.12100000000001,0.9887941941134764,20.105,1.001843731313534,683.2270000000001,1.004661373973064
as-Skitter,72,44,base,4,674.27,1.0,58.698499999999996,1.0,120.242,1.0,70.2465,1.0,19.1145,1.0,693.5930000000001,1.0
as-Skitter,72,44,t128,4,672.226,0.9969685734201433,58.0565,0.9890627528812491,177.8495,1.4790963224164602,69.9435,0.9956866178386112,19.1455,1.001621805435664,691.4839999999999,0.9969593118731012
as-Skitter,72,44,t256,4,673.0885000000001,0.998247734587035,62.305499999999995,1.0614496111484961,134.721,1.1204154954175745,68.8965,0.9807819606670796,19.1795,1.0034005597844569,692.0425,0.9977645391461563
as-Skitter,72,44,t512,4,651.4435000000001,0.9661463508683467,60.528,1.0311677470463472,151.4015,1.2591399011992481,71.173,1.0131892692162598,19.176499999999997,1.0032436108713279,670.6825,0.9669683805920762
as-Skitter,72,44,t1024,4,655.4325,0.972062378572382,57.6935,0.9828786084823292,148.20350000000002,1.2325435371999802,70.2535,1.0000996490928373,19.116500000000002,1.0001046326087526,675.9259999999999,0.9745282896453682
coPapersDBLP,36,42,base,8,740.167,1.0,137.99,1.0,257.1545,1.0,75.0,1.0,14.8925,1.0,756.1914999999999,1.0
coPapersDBLP,36,42,t128,8,759.3340000000001,1.0258955073652298,136.9065,0.9921479817378069,267.77049999999997,1.0412825752611756,77.07,1.0275999999999998,14.984000000000002,1.006144032230989,776.4335000000001,1.026768351667534
